locus	CF39 Log2FoldChange_25vs37	CF39 padj_25vs37	CF39 Log2FoldChange_29vs37	CF39 padj_29vs37	gene	product	locusNumber
PROKKA_00723_sense	-0.622924021639086	0.000115247641544126	NA	NA	rpsK	"30S ribosomal protein S11"	PROKKA_00723
PROKKA_00724_antis	-1.29561537495142	0.0256697395624307	NA	NA	rpsD	"30S ribosomal protein S4"	PROKKA_00724
PROKKA_00724_igtop	-1.54984939945877	0.000855627499744324	NA	NA	rpsD	"30S ribosomal protein S4"	PROKKA_00724
PROKKA_00724_sense	-0.473667051613094	0.0107416162050844	-0.634039219280032	0.00225985348033587	rpsD	"30S ribosomal protein S4"	PROKKA_00724
PROKKA_00725_antis	-1.81499487421787	0.000158263873075674	NA	NA	rpoA	"DNA-directed RNA polymerase alpha chain"	PROKKA_00725
PROKKA_00725_sense	-0.407584067203105	0.013980418152924	NA	NA	rpoA	"DNA-directed RNA polymerase alpha chain"	PROKKA_00725
PROKKA_00726_igtop	-0.551446255591912	0.00622235984972007	NA	NA	rplQ	"50S ribosomal protein L17"	PROKKA_00726
PROKKA_00726_sense	-0.602887028530919	0.00115668216784032	NA	NA	rplQ	"50S ribosomal protein L17"	PROKKA_00726
PROKKA_00727_igtop	-0.722174952827202	0.0016471431958982	-0.875318178124271	0.000983436719099335	katA	"catalase"	PROKKA_00727
PROKKA_00727_sense	-1.05330923741648	3.9647901810623e-07	-0.870087490522521	0.000496756974001372	katA	"catalase"	PROKKA_00727
PROKKA_00736_sense	3.53902124680763	0.0050644793721704	3.71280740248386	0.0147538651396377	pchR_2	"transcriptional regulator PchR"	PROKKA_00736
PROKKA_00742_sense	NA	NA	3.41812110364663	0.0298785202175661	fptA	"Fe(III)-pyochelin outer membrane receptor precursor"	PROKKA_00742
PROKKA_00784_sense	-1.42810216782138	1.20021321654094e-05	NA	NA	n/a	"type 12 methyltransferase"	PROKKA_00784
PROKKA_00786_sense	-2.11937530617524	0.000197818589756826	NA	NA	ppiC2	"peptidyl-prolyl cis-trans isomerase C2"	PROKKA_00786
PROKKA_00788_igbot	1.36778247067633	5.73292458590407e-06	NA	NA	bexR_3	"bistable expression regulator BexR"	PROKKA_00788
PROKKA_00794_sense	4.12385992006164	0.000596552758468162	4.20232261514345	0.00161449674730478	fpvB	"second ferric pyoverdine receptor FpvB"	PROKKA_00794
PROKKA_00796_sense	-1.71132206992662	0.0318722361869956	NA	NA	n/a	"putative acetyltransferase"	PROKKA_00796
PROKKA_00806_sense	2.03945658503066	0.00713310723353322	1.72529788375687	0.0461549933122741	n/a	"putative TonB-dependent receptor"	PROKKA_00806
PROKKA_00821_sense	2.06101597928945	5.20141926709514e-13	NA	NA	n/a	"hypothetical protein"	PROKKA_00821
PROKKA_00822_igbot	1.43333014680691	0.00377446244383596	NA	NA	n/a	"putative cholesterol oxidase"	PROKKA_00822
PROKKA_00824_antis	1.00423151298831	0.0197948866337742	1.26384235833468	0.00391271354656165	n/a	"Integrase"	PROKKA_00824
PROKKA_00824_igbot	1.01056714444343	7.77977226784769e-05	NA	NA	n/a	"Integrase"	PROKKA_00824
PROKKA_00824_igtop	NA	NA	1.21538192610896	0.00145152785280013	n/a	"Integrase"	PROKKA_00824
PROKKA_00824_sense	1.23409444204217	0.000136566847367826	1.0754636904088	0.00350000423516017	n/a	"Integrase"	PROKKA_00824
PROKKA_00825_sense	1.29990862570734	0.0365700659061923	NA	NA	n/a	"hypothetical protein"	PROKKA_00825
PROKKA_00833_sense	1.90472988414089	0.000248266342029137	NA	NA	n/a	"hypothetical protein"	PROKKA_00833
PROKKA_00834_sense	2.1003733704758	1.4017613850149e-09	1.36188942265403	0.000634847462949769	n/a	"putative SPFH domain protein"	PROKKA_00834
PROKKA_00835_sense	2.12044446064133	0.00947805101925816	NA	NA	n/a	"hypothetical protein"	PROKKA_00835
PROKKA_00837_sense	1.74797331106152	0.00805676287259922	NA	NA	n/a	"transcriptional regulator LuxR family"	PROKKA_00837
PROKKA_00838_antis	1.80975869725202	4.2476275468259e-24	0.754987840808037	0.00434543179653424	prtR_2	"transcriptional regulator PrtR"	PROKKA_00838
PROKKA_00838_igbot	1.30422672441713	1.24264825088917e-05	NA	NA	prtR_2	"transcriptional regulator PrtR"	PROKKA_00838
PROKKA_00838_igtop	1.06314676984708	0.0261446440812082	NA	NA	prtR_2	"transcriptional regulator PrtR"	PROKKA_00838
PROKKA_00838_sense	0.542140091482455	0.00175922566247283	NA	NA	prtR_2	"transcriptional regulator PrtR"	PROKKA_00838
PROKKA_00839_igbot	NA	NA	0.705824317092685	0.0107192199237636	n/a	"hypothetical protein"	PROKKA_00839
PROKKA_00839_igtop	2.1656577667861	8.51674751688638e-10	2.18860900026702	2.41774916609341e-08	n/a	"hypothetical protein"	PROKKA_00839
PROKKA_00839_sense	2.33790619064755	1.79987555964615e-05	2.57568984448428	5.07375845645315e-05	n/a	"hypothetical protein"	PROKKA_00839
PROKKA_00841_sense	2.5940219702977	5.36064046710187e-05	2.03323391485498	0.0030801796806234	n/a	"hypothetical protein"	PROKKA_00841
PROKKA_00844_sense	2.49900390525367	1.07174884322424e-06	2.21658226313624	6.2628924500718e-05	n/a	"putative phage-like protein"	PROKKA_00844
PROKKA_00846_sense	2.14122821967647	1.14548237764266e-05	2.18374946141663	8.04405999866262e-05	n/a	"putative transcriptional regulator"	PROKKA_00846
PROKKA_00848_sense	1.95585174374136	0.00103747052720155	1.76672604532553	0.00856190622969264	dnaB_1	"replicative DNA helicase"	PROKKA_00848
PROKKA_00849_sense	1.85877395693848	0.000431660416748027	1.41509827392513	0.0165034099683191	n/a	"phage integrase family protein"	PROKKA_00849
PROKKA_00851_antis	1.37830791829928	0.00274062059153144	1.43762686443058	0.00981785514492912	n/a	"putative phage-like protein"	PROKKA_00851
PROKKA_00851_sense	1.31902237705102	6.43156089792887e-05	0.851777039551604	0.0332907931257869	n/a	"putative phage-like protein"	PROKKA_00851
PROKKA_00852_igtop	1.72323638516764	2.00157767587603e-16	1.41732787414368	2.15074976137005e-09	n/a	"Holin phage lambda"	PROKKA_00852
PROKKA_00852_sense	3.71456712548381	1.06326695399358e-16	2.55002433920577	2.3151952023316e-09	n/a	"Holin phage lambda"	PROKKA_00852
PROKKA_00853_sense	3.31735029392362	3.87609882846474e-18	2.37521745434845	1.25196205169752e-09	n/a	"putative chitinase; lytic protein"	PROKKA_00853
PROKKA_00854_sense	4.12983786334299	4.01606334022561e-14	2.74675634161542	1.64377305995781e-08	n/a	"phage lysis regulatory protein LysB family"	PROKKA_00854
PROKKA_00855_igtop	3.54453776606697	2.50256287081942e-05	1.943856639784	0.0125378067134808	n/a	"HNH endonuclease"	PROKKA_00855
PROKKA_00855_sense	3.42784318105715	1.78514390796162e-35	2.1106956421476	1.07066762324984e-12	n/a	"HNH endonuclease"	PROKKA_00855
PROKKA_00856_igtop	3.57812795365062	1.75928481724287e-05	2.80819264540799	0.000511276792252436	n/a	"phage terminase small subunit"	PROKKA_00856
PROKKA_00856_sense	3.82225323591545	1.18425578881822e-12	2.67727216546636	4.44026003202067e-14	n/a	"phage terminase small subunit"	PROKKA_00856
PROKKA_00857_igtop	3.40130499223591	0.00259060139356228	3.90228768720744	0.00564822005000815	n/a	"terminase"	PROKKA_00857
PROKKA_00857_sense	3.75558869770704	3.53949853757154e-17	2.50720096458814	3.69091125605676e-18	n/a	"terminase"	PROKKA_00857
PROKKA_00858_sense	3.79176073134557	9.87094385152038e-47	2.58027216018353	8.12640327758378e-20	n/a	"HK97 family phage portal protein"	PROKKA_00858
PROKKA_00859_sense	3.63490283312222	3.63936258815864e-37	2.57411232546754	8.51274613214852e-19	n/a	"HK97 family phage prohead protease"	PROKKA_00859
PROKKA_00860_igtop	4.0598747109834	9.81793892536578e-11	2.81902474517005	3.19140095005063e-07	n/a	"HK97 family phage major capsid protein"	PROKKA_00860
PROKKA_00860_sense	3.45895353662809	3.67872035840984e-39	2.82568821618905	2.22425424693062e-23	n/a	"HK97 family phage major capsid protein"	PROKKA_00860
PROKKA_00861_sense	3.37767512979928	3.13103313649559e-06	2.72969868516865	4.24871471619837e-09	n/a	"HeH/LEM domain protein"	PROKKA_00861
PROKKA_00862_sense	3.78645783580213	1.16989154610805e-28	2.55675975971827	6.8561507498539e-14	n/a	"phage protein"	PROKKA_00862
PROKKA_00863_igtop	3.53020767248834	3.92867188021743e-07	2.51397212758062	0.000148233068459447	n/a	"hypothetical protein"	PROKKA_00863
PROKKA_00863_sense	3.72509552347624	9.37654729124757e-17	2.32349034544656	5.70858067084897e-09	n/a	"hypothetical protein"	PROKKA_00863
PROKKA_00864_sense	3.73947348048981	9.05193109042932e-26	2.60879462873385	4.54852963868631e-14	n/a	"hypothetical protein"	PROKKA_00864
PROKKA_00865_sense	3.48334402963122	3.90155905543539e-27	2.53906809381332	1.84524474825026e-14	n/a	"hypothetical protein"	PROKKA_00865
PROKKA_00866_sense	4.02021406756781	1.31496287230525e-30	2.72140553059629	5.25269566432033e-15	n/a	"hypothetical protein"	PROKKA_00866
PROKKA_00867_igtop	5.52012053207371	0.000456122741242774	NA	NA	n/a	"hypothetical protein"	PROKKA_00867
PROKKA_00867_sense	4.01623184332389	6.23393005034461e-28	2.99777730193994	2.05116154912695e-17	n/a	"hypothetical protein"	PROKKA_00867
PROKKA_00868_sense	3.54500012301266	1.74899231953572e-08	2.366365317466	9.82432248498011e-05	n/a	"hypothetical protein"	PROKKA_00868
PROKKA_00869_igtop	4.43358948791747	0.00274667638242808	2.61219857739804	0.0377510784988716	n/a	"hypothetical protein"	PROKKA_00869
PROKKA_00869_sense	3.77589601971625	1.23385695606704e-11	2.51853586717812	6.12291443069314e-07	n/a	"hypothetical protein"	PROKKA_00869
PROKKA_00870_sense	3.85963687566582	9.34388265820899e-53	2.49129314722169	4.70410134286517e-24	n/a	"Putative tail length tape measure protein"	PROKKA_00870
PROKKA_00871_sense	3.4555685339325	9.57250695947702e-08	1.9481573337254	0.00121852168747089	n/a	"hypothetical protein"	PROKKA_00871
PROKKA_00872_sense	4.17947179040407	1.39381117241606e-14	2.81628123713763	3.49993766797249e-20	n/a	"hypothetical protein"	PROKKA_00872
PROKKA_00873_sense	4.30580145721293	5.2441624457935e-22	2.72284421574434	1.80285359947263e-13	n/a	"hypothetical protein"	PROKKA_00873
PROKKA_00874_sense	3.81579583849769	1.46730747785261e-23	2.70999614691763	1.02993246335711e-13	n/a	"hypothetical protein"	PROKKA_00874
PROKKA_00875_sense	3.22107661893259	3.83965814016922e-07	2.23210537082117	0.000424012287014211	n/a	"hypothetical protein"	PROKKA_00875
PROKKA_00876_sense	3.11123347344668	7.13905527346395e-32	2.4307951355822	1.86489836760738e-16	n/a	"hypothetical protein"	PROKKA_00876
PROKKA_00877_sense	2.79992176804126	9.52168862178803e-06	2.07821752643156	0.00137575018406498	n/a	"hypothetical protein"	PROKKA_00877
PROKKA_00878_sense	2.90216899927986	6.38645578258686e-24	2.13985132334138	2.37504375959406e-12	n/a	"hypothetical protein"	PROKKA_00878
PROKKA_00879_igtop	4.51614526512141	0.00187049345378761	NA	NA	n/a	"hypothetical protein"	PROKKA_00879
PROKKA_00879_sense	2.71337631596006	1.47411676889746e-14	2.01391625467442	3.85691205530769e-08	n/a	"hypothetical protein"	PROKKA_00879
PROKKA_00880_sense	2.02282008198985	0.0471356044439193	NA	NA	n/a	"hypothetical protein"	PROKKA_00880
PROKKA_00881_sense	1.74002950504152	3.98239571470675e-11	2.0706516994778	2.69836961388657e-13	n/a	"tail fiber protein"	PROKKA_00881
PROKKA_00882_sense	2.21616294279555	7.7427479745454e-09	1.88647066100168	4.59465933857012e-06	n/a	"hypothetical protein"	PROKKA_00882
PROKKA_00883_sense	2.34410964273116	4.05402586361267e-05	1.92490927813742	0.00445568538353076	n/a	"hypothetical protein"	PROKKA_00883
PROKKA_00884_igtop	0.798611105802393	0.0382806800431376	NA	NA	tyrS	"tyrosyl-tRNA synthetase"	PROKKA_00884
PROKKA_00884_sense	1.93111353475933	1.23230332899659e-07	0.936055365508246	0.0275261596800877	tyrS	"tyrosyl-tRNA synthetase"	PROKKA_00884
PROKKA_00885_antis	1.88688047711081	2.82635586505464e-07	1.48619824146613	0.000267136760906552	opdH_2	"cis-aconitate porin OpdH"	PROKKA_00885
PROKKA_00886_igtop	1.95154410080557	2.8038580132607e-05	NA	NA	n/a	"drug efflux transporter"	PROKKA_00886
PROKKA_00905_sense	-1.25821185808616	7.25179580991703e-06	NA	NA	bphP	"bacterial phytochrome BphP"	PROKKA_00905
PROKKA_00908_igtop	NA	NA	0.622597002456657	0.0113676787541249	n/a	"lysine decarboxylase"	PROKKA_00908
PROKKA_00932_igbot	1.68548955085791	1.44242274090021e-05	NA	NA	cupB1	"putative fimbrial subunit CupB1"	PROKKA_00932
PROKKA_00938_igbot	1.05146444756332	0.0220525767019361	NA	NA	agtR_2	"two-component response regulator AgtR"	PROKKA_00938
PROKKA_00949_igtop	0.595822432801159	0.0498559389099178	NA	NA	rmlD_1	"dTDP-4-dehydrorhamnose reductase"	PROKKA_00949
PROKKA_00963_igtop	1.35911342212343	4.76631979321871e-07	1.00533713897681	0.00204561591378229	n/a	"FMN"	PROKKA_00963
PROKKA_00964_sense	NA	NA	-0.759588281384335	0.00207425639157704	ribC	"riboflavin synthase alpha chain"	PROKKA_00964
PROKKA_00965_igtop	NA	NA	-1.08470942858631	0.00619356241589541	ribB	"GTP cyclohydrolase II / 3-4-dihydroxy-2-butanone 4-phosphate synthase"	PROKKA_00965
PROKKA_00966_sense	NA	NA	-0.695933449750123	0.00785369787886874	ribE	"6-7-dimethyl-8-ribityllumazine synthase"	PROKKA_00966
PROKKA_00967_sense	NA	NA	-0.630592309969069	0.0462092915159035	nusB	"NusB protein"	PROKKA_00967
PROKKA_00983_igtop	0.942855427377925	0.0223261280656181	0.992138725327222	0.0399454816691179	kinB_1	"KinB"	PROKKA_00983
PROKKA_00990_sense	-1.00492507161365	0.00514892040411594	NA	NA	n/a	"membrane-like protein DedA"	PROKKA_00990
PROKKA_01016_sense	0.606374597112376	0.00316434384165306	NA	NA	pbpA	"penicillin-binding protein 2"	PROKKA_01016
PROKKA_01026_sense	-0.950594823417856	0.0138808657817483	-1.04786977298816	0.0108081123616992	sltB1_2	"soluble lytic transglycosylase B"	PROKKA_01026
PROKKA_01029_sense	-0.553693164442691	0.0114814966209113	NA	NA	n/a	"Rare lipoprotein B"	PROKKA_01029
PROKKA_01035_sense	0.588547491546978	0.00152256884864523	NA	NA	n/a	"putative metalloprotease"	PROKKA_01035
PROKKA_01036_sense	0.541012090589958	0.016396094282931	NA	NA	n/a	"PhoH family protein"	PROKKA_01036
PROKKA_01060_sense	-0.985375743125907	0.0325484080086315	NA	NA	n/a	"Bacterial extracellular solute-binding proteins family 3"	PROKKA_01060
PROKKA_01079_sense	-0.659177614772576	0.000495758818118414	NA	NA	hupB_1	"DNA-binding protein HU"	PROKKA_01079
PROKKA_01085_sense	-1.23464748787274	0.000183686164955308	-0.992652953394791	0.0203607468341767	n/a	"OPT family oligopeptide transporter"	PROKKA_01085
PROKKA_01089_igtop	-0.730268387933258	0.0468612037405114	NA	NA	cioA	"cyanide insensitive terminal oxidase"	PROKKA_01089
PROKKA_01111_sense	NA	NA	-1.2242385252729	0.00325145631034745	n/a	"hypothetical protein"	PROKKA_01111
PROKKA_01112_sense	NA	NA	-0.900864152979593	0.0019937029175282	n/a	"hypothetical protein"	PROKKA_01112
PROKKA_01113_sense	NA	NA	-1.20795014900082	0.0253695304408956	n/a	"hypothetical protein"	PROKKA_01113
PROKKA_01119_sense	2.80854307061995	0.0174332866955367	NA	NA	fecA_1	"Fe(III) dicitrate transport protein FecA"	PROKKA_01119
PROKKA_01145_sense	1.5193422472358	0.00229010930306492	NA	NA	narX	"two-component sensor NarX"	PROKKA_01145
PROKKA_01146_igbot	1.10421088327322	0.0167695970443646	NA	NA	n/a	"tRNA-Arg"	PROKKA_01146
PROKKA_01154_sense	-1.53966973679782	9.12983094328635e-06	-1.10546186471893	0.0237864502745559	aotJ_2	"arginine/ornithine binding protein AotJ"	PROKKA_01154
PROKKA_01155_antis	-1.5833771394957	0.0376804346823922	NA	NA	dauR	"transcriptional regulator"	PROKKA_01155
PROKKA_01158_sense	-0.564996678337095	0.000761187351036571	NA	NA	rhl_3	"ATP-dependent RNA helicase RhlB"	PROKKA_01158
PROKKA_01162_sense	-0.903702395053606	0.02209542494655	-1.29910908586047	0.000410405543213464	pcs	"phosphatidylcholine synthase"	PROKKA_01162
PROKKA_01178_sense	1.04686709207633	0.0171334914508897	NA	NA	exoS	"exoenzyme S"	PROKKA_01178
PROKKA_01183_sense	NA	NA	-0.536924772852567	0.0228988254699471	n/a	"putative ABC-type transport protein periplasmic c"	PROKKA_01183
PROKKA_01184_antis	-0.869598144436886	0.0381702320521925	NA	NA	n/a	"hypothetical protein"	PROKKA_01184
PROKKA_01198_sense	-0.518881116005245	0.0174565616362344	NA	NA	yajC	"preprotein translocase subunit YajC"	PROKKA_01198
PROKKA_01199_igtop	-1.19948009626836	0.0334405510569304	NA	NA	secD	"secretion protein SecD"	PROKKA_01199
PROKKA_01199_sense	-0.366613634438826	0.0496273881380332	-0.484987617140467	0.019442142444675	secD	"secretion protein SecD"	PROKKA_01199
PROKKA_01200_sense	-0.548914774491878	0.0197770844007054	NA	NA	secF	"secretion protein SecF"	PROKKA_01200
PROKKA_01201_igtop	0.625793158017665	0.0144088239384868	NA	NA	n/a	"Surface antigen"	PROKKA_01201
PROKKA_01202_sense	NA	NA	0.585685876185258	0.00901689049301131	n/a	"extragenic suppressor protein SuhB"	PROKKA_01202
PROKKA_01209_sense	NA	NA	-0.604450104663403	0.00776779132434078	hscB	"heat shock protein HscB"	PROKKA_01209
PROKKA_01211_sense	0.603977407016729	0.00166498864828507	0.713461735076846	0.00128140696037341	fdx2_1	"ferredoxin [2Fe-2S]"	PROKKA_01211
PROKKA_01220_sense	-0.56054040007164	0.0261151690287338	NA	NA	n/a	"outer membrane assembly lipoprotein YfgL"	PROKKA_01220
PROKKA_01252_igtop	-0.896000709090751	0.0161218681290027	NA	NA	guaA	"GMP synthase"	PROKKA_01252
PROKKA_01252_sense	NA	NA	-0.524578307688738	0.023289036522385	guaA	"GMP synthase"	PROKKA_01252
PROKKA_01257_sense	0.521923839353441	0.0299296757928806	NA	NA	n/a	"putative transglycosylase"	PROKKA_01257
PROKKA_01265_sense	0.745788244825185	0.00045014258502993	0.684955768103605	0.00598557312729435	n/a	"ErfK/YbiS/YcfS/YnhG"	PROKKA_01265
PROKKA_01277_sense	NA	NA	-0.539732097888531	0.00575612833392677	rimM	"16S rRNA processing protein"	PROKKA_01277
PROKKA_01278_sense	NA	NA	-0.465076089158428	0.0264831961105642	trmD	"tRNA (guanine-N1)-methyltransferase"	PROKKA_01278
PROKKA_01279_igtop	NA	NA	-0.544785265355246	0.0325987133497789	rplS	"50S ribosomal protein L19"	PROKKA_01279
PROKKA_01284_sense	-0.611370154268809	0.00183393670988681	NA	NA	dsbC	"thiol:disulfide interchange protein DsbC"	PROKKA_01284
PROKKA_01285_sense	0.74362032813329	0.0138633767909671	NA	NA	n/a	"hypothetical protein"	PROKKA_01285
PROKKA_01291_igtop	NA	NA	-1.08299386052813	0.00225985348033587	n/a	"hypothetical protein"	PROKKA_01291
PROKKA_01291_sense	0.750435102589287	0.000553129718986205	NA	NA	n/a	"hypothetical protein"	PROKKA_01291
PROKKA_01297_sense	-1.00826609165468	0.0047845298349783	NA	NA	n/a	"YaeQ family protein"	PROKKA_01297
PROKKA_01301_igtop	-0.747859813490782	0.00791254835328347	NA	NA	n/a	"hypothetical protein"	PROKKA_01301
PROKKA_01301_sense	-0.625761781881543	0.0069051063191936	-0.779691638319628	0.00514159889000881	n/a	"hypothetical protein"	PROKKA_01301
PROKKA_01306_sense	-0.994900422025189	3.84853062038066e-06	-0.794727810270999	0.0010476676045638	n/a	"KWG repeat-containing protein"	PROKKA_01306
PROKKA_01322_igtop	0.703773326233773	0.00063937559266559	NA	NA	lysS	"lysyl-tRNA synthetase"	PROKKA_01322
PROKKA_01322_sense	0.491644219698105	0.0181658143170405	NA	NA	lysS	"lysyl-tRNA synthetase"	PROKKA_01322
PROKKA_01332_igbot	0.927230661706691	0.000245502009564381	NA	NA	kdpB_2	"potassium-transporting ATPase B chain"	PROKKA_01332
PROKKA_01336_igtop	-0.518062318924734	0.0296553733351158	NA	NA	adk	"adenylate kinase"	PROKKA_01336
PROKKA_01338_igtop	2.19461118874583	0.0433202555823763	NA	NA	n/a	"hypothetical protein"	PROKKA_01338
PROKKA_01348_sense	-1.12405022779308	0.0369767841170795	NA	NA	n/a	"putative lipoprotein"	PROKKA_01348
PROKKA_01360_sense	NA	NA	0.697381307245934	0.0222538912060142	n/a	"hypothetical protein"	PROKKA_01360
PROKKA_01366_igtop	-0.686803387467065	0.0177120917413251	NA	NA	n/a	"t44"	PROKKA_01366
PROKKA_01367_sense	-0.428750293914335	0.0131265095673397	NA	NA	rpsB	"30S ribosomal protein S2"	PROKKA_01367
PROKKA_01368_igtop	-0.458425142723768	0.0265165360734271	NA	NA	tsf	"elongation factor Ts"	PROKKA_01368
PROKKA_01368_sense	-0.441517252826594	0.00752097688043103	NA	NA	tsf	"elongation factor Ts"	PROKKA_01368
PROKKA_01369_igtop	-0.834662174533603	0.00127474720415535	-0.966189383092103	0.00247632805425576	pyrH	"uridylate kinase"	PROKKA_01369
PROKKA_01369_sense	-0.407384356360623	0.0284880742414403	NA	NA	pyrH	"uridylate kinase"	PROKKA_01369
PROKKA_01370_sense	NA	NA	-0.497402899070651	0.0345514351122389	frr	"ribosome recycling factor"	PROKKA_01370
PROKKA_01384_igtop	0.620500017485051	0.00138803382040426	NA	NA	accA	"acetyl-coenzyme A carboxylase carboxyl transferase (alpha subunit)"	PROKKA_01384
PROKKA_01387_sense	NA	NA	-0.741107699202676	0.000281596696917606	kdsA_1	"2-dehydro-3-deoxyphosphooctonate aldolase"	PROKKA_01387
PROKKA_01388_sense	NA	NA	-0.495252027052317	0.0324342292105395	eno	"enolase"	PROKKA_01388
PROKKA_01400_sense	-0.67777120570248	0.000227409742698336	NA	NA	n/a	"putative lipoprotein NlpD"	PROKKA_01400
PROKKA_01401_sense	-0.402431059688134	0.0364364891567751	-0.51751831036573	0.0381921625606733	rpoS_1	"sigma factor RpoS"	PROKKA_01401
PROKKA_01402_igtop	1.25263283692624	7.50280373764353e-11	0.790461622369858	0.000599366838434402	n/a	"PrrB_RsmZ"	PROKKA_01402
PROKKA_01403_sense	0.757894477350914	0.000451481657232359	NA	NA	fdxA_1	"ferredoxin I"	PROKKA_01403
PROKKA_01407_igtop	NA	NA	-1.13036263996438	0.000212671412329464	recA_1	"RecA protein"	PROKKA_01407
