locus	baseMean	log2FoldChange	Fold change	lfcSE	stat	pvalue	padj	gene	product	locusNumber
PROKKA_00719_antis	8.453105004	-3.911470122	-15.04768994	0.995663331	-3.928506757	8.55E-05	0.00113539	rplO	50S ribosomal protein L15	PROKKA_00719
PROKKA_00719_sense	4548.886275	-0.58730447	-1.502436971	0.139002734	-4.225128915	2.39E-05	0.000382924	rplO	50S ribosomal protein L15	PROKKA_00719
PROKKA_00720_antis	55.04924522	-1.328900009	-2.512110645	0.308506252	-4.307530242	1.65E-05	0.000276977	secY	secretion protein SecY	PROKKA_00720
PROKKA_00720_sense	20797.52044	-0.350025731	-1.27458336	0.125632877	-2.786099774	0.005334645	0.034767505	secY	secretion protein SecY	PROKKA_00720
PROKKA_00722_antis	31.54409554	-1.47247684	-2.774978974	0.373551511	-3.941830767	8.09E-05	0.001080735	rpsM	30S ribosomal protein S13	PROKKA_00722
PROKKA_00723_sense	2426.086342	-0.622924022	-1.539993244	0.137612194	-4.526662955	5.99E-06	0.000115248	rpsK	30S ribosomal protein S11	PROKKA_00723
PROKKA_00724_antis	20.14301518	-1.295615375	-2.454816822	0.444824365	-2.912644801	0.00358382	0.02566974	rpsD	30S ribosomal protein S4	PROKKA_00724
PROKKA_00724_igtop	30.50535045	-1.549849399	-2.927865741	0.387134122	-4.00339136	6.24E-05	0.000855627	rpsD	30S ribosomal protein S4	PROKKA_00724
PROKKA_00724_sense	9638.746398	-0.473667052	-1.388634627	0.146389449	-3.235663872	0.001213602	0.010741616	rpsD	30S ribosomal protein S4	PROKKA_00724
PROKKA_00725_antis	35.30149341	-1.814994874	-3.518583802	0.408087481	-4.447563225	8.68E-06	0.000158264	rpoA	DNA-directed RNA polymerase alpha chain	PROKKA_00725
PROKKA_00725_sense	17765.10733	-0.407584067	-1.326462663	0.129789758	-3.140340769	0.001687514	0.013980418	rpoA	DNA-directed RNA polymerase alpha chain	PROKKA_00725
PROKKA_00726_igtop	1347.723876	-0.551446256	-1.465554131	0.161286468	-3.419048494	0.000628405	0.00622236	rplQ	50S ribosomal protein L17	PROKKA_00726
PROKKA_00726_sense	685.6845297	-0.602887029	-1.518752758	0.153697145	-3.922564927	8.76E-05	0.001156682	rplQ	50S ribosomal protein L17	PROKKA_00726
PROKKA_00727_igtop	264.4583482	-0.722174953	-1.649667137	0.188862821	-3.823806874	0.000131407	0.001647143	katA	catalase	PROKKA_00727
PROKKA_00727_sense	198.0124311	-1.053309237	-2.075284657	0.18395538	-5.725895241	1.03E-08	3.96E-07	katA	catalase	PROKKA_00727
PROKKA_00736_sense	7.701283594	3.539021247	11.62389158	1.015047753	3.486556407	0.000489282	0.005064479	pchR_2	transcriptional regulator PchR	PROKKA_00736
PROKKA_00784_sense	63.10608477	-1.428102168	-2.690924974	0.28327525	-5.041394071	4.62E-07	1.20E-05	n/a	type 12 methyltransferase	PROKKA_00784
PROKKA_00786_sense	19.55275213	-2.119375306	-4.345057612	0.482482121	-4.392650447	1.12E-05	0.000197819	ppiC2	peptidyl-prolyl cis-trans isomerase C2	PROKKA_00786
PROKKA_00788_igbot	89.76772595	1.367782471	2.580735829	0.262996414	5.200764722	1.98E-07	5.73E-06	bexR_3	bistable expression regulator BexR	PROKKA_00788
PROKKA_00794_sense	91.50988629	4.12385992	17.43434091	1.005085095	4.102995797	4.08E-05	0.000596553	fpvB	second ferric pyoverdine receptor FpvB	PROKKA_00794
PROKKA_00796_sense	11.93995273	-1.71132207	-3.274607674	0.606217953	-2.822948514	0.004758421	0.031872236	n/a	putative acetyltransferase	PROKKA_00796
PROKKA_00806_sense	16.44021134	2.039456585	4.110906574	0.604304648	3.374881512	0.000738475	0.007133107	n/a	putative TonB-dependent receptor	PROKKA_00806
PROKKA_00821_sense	77.09936105	2.061015979	4.172800592	0.264385968	7.795481712	6.42E-15	5.20E-13	n/a	hypothetical protein	PROKKA_00821
PROKKA_00822_igbot	26.13463842	1.433330147	2.700693927	0.400570666	3.578220443	0.000345942	0.003774462	n/a	putative cholesterol oxidase	PROKKA_00822
PROKKA_00824_antis	50.32725918	1.004231513	2.005874734	0.333076434	3.01501821	0.002569638	0.019794887	n/a	Integrase	PROKKA_00824
PROKKA_00824_igbot	124.7144071	1.010567144	2.014702954	0.218832403	4.617995919	3.87E-06	7.78E-05	n/a	Integrase	PROKKA_00824
PROKKA_00824_sense	80.23658859	1.234094442	2.352336485	0.275072291	4.486436767	7.24E-06	0.000136567	n/a	Integrase	PROKKA_00824
PROKKA_00825_sense	18.80998483	1.299908626	2.462132881	0.470199824	2.764587647	0.005699479	0.036570066	n/a	hypothetical protein	PROKKA_00825
PROKKA_00833_sense	26.9085089	1.904729884	3.744387862	0.439460089	4.33424999	1.46E-05	0.000248266	n/a	hypothetical protein	PROKKA_00833
PROKKA_00834_sense	80.73232286	2.10037337	4.288203497	0.31434006	6.681850767	2.36E-11	1.40E-09	n/a	putative SPFH domain protein	PROKKA_00834
PROKKA_00835_sense	11.46016835	2.120444461	4.348278847	0.646593459	3.279409079	0.001040247	0.009478051	n/a	hypothetical protein	PROKKA_00835
PROKKA_00837_sense	14.7054418	1.747973311	3.358863834	0.524776216	3.330892782	0.000865679	0.008056763	n/a	transcriptional regulator LuxR family	PROKKA_00837
PROKKA_00838_antis	365.056094	1.809758697	3.505836456	0.170524276	10.61290942	2.60E-26	4.25E-24	prtR_2	transcriptional regulator PrtR	PROKKA_00838
PROKKA_00838_igbot	153.3856394	1.304226724	2.469513276	0.259162807	5.032461018	4.84E-07	1.24E-05	prtR_2	transcriptional regulator PrtR	PROKKA_00838
PROKKA_00838_igtop	32.77783148	1.06314677	2.089484085	0.366054316	2.904341575	0.003680264	0.026144644	prtR_2	transcriptional regulator PrtR	PROKKA_00838
PROKKA_00838_sense	4921.212989	0.542140091	1.456130938	0.142478628	3.805062554	0.000141768	0.001759226	prtR_2	transcriptional regulator PrtR	PROKKA_00838
PROKKA_00839_igtop	73.93035681	2.165657767	4.486709468	0.320238437	6.762641563	1.35E-11	8.52E-10	n/a	hypothetical protein	PROKKA_00839
PROKKA_00839_sense	27.20383383	2.337906191	5.055683644	0.47211384	4.95199673	7.35E-07	1.80E-05	n/a	hypothetical protein	PROKKA_00839
PROKKA_00841_sense	17.35346241	2.59402197	6.037795821	0.551287727	4.705386757	2.53E-06	5.36E-05	n/a	hypothetical protein	PROKKA_00841
PROKKA_00844_sense	28.74210404	2.499003905	5.652949878	0.450978552	5.541292137	3.00E-08	1.07E-06	n/a	putative phage-like protein	PROKKA_00844
PROKKA_00846_sense	32.4909586	2.14122822	4.411374432	0.423834382	5.05203993	4.37E-07	1.15E-05	n/a	putative transcriptional regulator	PROKKA_00846
PROKKA_00848_sense	18.6703481	1.955851744	3.879448955	0.494764547	3.953095988	7.71E-05	0.001037471	dnaB_1	replicative DNA helicase	PROKKA_00848
PROKKA_00849_sense	25.17408702	1.858773957	3.62699299	0.443339568	4.192664246	2.76E-05	0.00043166	n/a	phage integrase family protein	PROKKA_00849
PROKKA_00851_antis	29.96843131	1.378307918	2.599632912	0.374987834	3.675607028	0.000237285	0.002740621	n/a	putative phage-like protein	PROKKA_00851
PROKKA_00851_sense	59.66015865	1.319022377	2.494969842	0.282831638	4.663630937	3.11E-06	6.43E-05	n/a	putative phage-like protein	PROKKA_00851
PROKKA_00852_igtop	1550.268081	1.723236385	3.301762583	0.196606101	8.764918171	1.87E-18	2.00E-16	n/a	Holin phage lambda	PROKKA_00852
PROKKA_00852_sense	58.61738566	3.714567125	13.12792617	0.420194046	8.840123188	9.56E-19	1.06E-16	n/a	Holin phage lambda	PROKKA_00852
PROKKA_00853_sense	79.12456396	3.317350294	9.968319391	0.360074586	9.21295316	3.17E-20	3.88E-18	n/a	putative chitinase; lytic protein	PROKKA_00853
PROKKA_00854_sense	42.72272401	4.129837863	17.50673162	0.508548641	8.120831586	4.63E-16	4.02E-14	n/a	phage lysis regulatory protein LysB family	PROKKA_00854
PROKKA_00855_igtop	13.77451936	3.544537766	11.66842364	0.726055088	4.881912988	1.05E-06	2.50E-05	n/a	HNH endonuclease	PROKKA_00855
PROKKA_00855_sense	206.5668932	3.427843181	10.76176782	0.266117354	12.88094567	5.76E-38	1.79E-35	n/a	HNH endonuclease	PROKKA_00855
PROKKA_00856_igtop	13.80817414	3.578127954	11.94328628	0.721755632	4.957533814	7.14E-07	1.76E-05	n/a	phage terminase small subunit	PROKKA_00856
PROKKA_00856_sense	157.7632956	3.822253236	14.1453232	0.497211639	7.687376829	1.50E-14	1.18E-12	n/a	phage terminase small subunit	PROKKA_00856
PROKKA_00857_igtop	8.972061286	3.401304992	10.56561611	0.92118014	3.692334264	0.000222205	0.002590601	n/a	terminase	PROKKA_00857
PROKKA_00857_sense	626.6303958	3.755588698	13.50656302	0.418914156	8.965055593	3.10E-19	3.54E-17	n/a	terminase	PROKKA_00857
PROKKA_00858_sense	367.4344071	3.791760731	13.84948794	0.256524544	14.78127852	1.93E-49	9.87E-47	n/a	HK97 family phage portal protein	PROKKA_00858
PROKKA_00859_sense	266.7001968	3.634902833	12.42266529	0.275521212	13.19282392	9.65E-40	3.64E-37	n/a	HK97 family phage prohead protease	PROKKA_00859
PROKKA_00860_igtop	27.26239693	4.059874711	16.67800373	0.573218965	7.08258965	1.41E-12	9.82E-11	n/a	HK97 family phage major capsid protein	PROKKA_00860
PROKKA_00860_sense	316.3607203	3.458953537	10.99635541	0.255367684	13.54499318	8.48E-42	3.68E-39	n/a	HK97 family phage major capsid protein	PROKKA_00860
PROKKA_00861_sense	65.05962628	3.37767513	10.39397169	0.634478115	5.32354868	1.02E-07	3.13E-06	n/a	HeH/LEM domain protein	PROKKA_00861
PROKKA_00862_sense	120.5083767	3.786457836	13.798675	0.326880814	11.58360378	4.99E-31	1.17E-28	n/a	phage protein	PROKKA_00862
PROKKA_00863_igtop	19.22475596	3.530207672	11.55309648	0.616277296	5.728277997	1.01E-08	3.93E-07	n/a	hypothetical protein	PROKKA_00863
PROKKA_00863_sense	48.14622381	3.725095523	13.22408065	0.420648685	8.855597688	8.32E-19	9.38E-17	n/a	hypothetical protein	PROKKA_00863
PROKKA_00864_sense	113.4866916	3.73947348	13.35653128	0.340649906	10.9774681	4.90E-28	9.05E-26	n/a	hypothetical protein	PROKKA_00864
PROKKA_00865_sense	121.9140161	3.48334403	11.18384239	0.309249771	11.26385321	1.98E-29	3.90E-27	n/a	hypothetical protein	PROKKA_00865
PROKKA_00866_sense	150.6786257	4.020214068	16.22575908	0.335880852	11.96916717	5.15E-33	1.31E-30	n/a	hypothetical protein	PROKKA_00866
PROKKA_00867_igtop	7.77592349	5.520120532	45.89040176	1.321459571	4.177290516	2.95E-05	0.000456123	n/a	hypothetical protein	PROKKA_00867
PROKKA_00867_sense	103.6046541	4.016231843	16.1810334	0.351229895	11.43476651	2.80E-30	6.23E-28	n/a	hypothetical protein	PROKKA_00867
PROKKA_00868_sense	23.33674163	3.545000123	11.67216375	0.565228433	6.271800776	3.57E-10	1.75E-08	n/a	hypothetical protein	PROKKA_00868
PROKKA_00869_igtop	7.050909557	4.433589488	21.60943561	1.206627572	3.674364476	0.000238442	0.002746676	n/a	hypothetical protein	PROKKA_00869
PROKKA_00869_sense	35.82844113	3.77589602	13.69802525	0.511862291	7.376780991	1.62E-13	1.23E-11	n/a	hypothetical protein	PROKKA_00869
PROKKA_00870_sense	299.5440791	3.859636876	14.5166522	0.245833915	15.70018063	1.51E-55	9.34E-53	n/a	Putative tail length tape measure protein	PROKKA_00870
PROKKA_00871_sense	22.33345331	3.455568534	10.97058485	0.577365207	5.985065423	2.16E-09	9.57E-08	n/a	hypothetical protein	PROKKA_00871
PROKKA_00872_sense	167.5842526	4.17947179	18.11950691	0.506331961	8.254410378	1.53E-16	1.39E-14	n/a	hypothetical protein	PROKKA_00872
PROKKA_00873_sense	60.56731355	4.305801457	19.7776822	0.424720661	10.1379609	3.75E-24	5.24E-22	n/a	hypothetical protein	PROKKA_00873
PROKKA_00874_sense	93.14545978	3.815795838	14.08215125	0.363825969	10.48796996	9.81E-26	1.47E-23	n/a	hypothetical protein	PROKKA_00874
PROKKA_00875_sense	23.68872972	3.221076619	9.324824797	0.561855796	5.732924073	9.87E-09	3.84E-07	n/a	hypothetical protein	PROKKA_00875
PROKKA_00876_sense	336.5416283	3.111233473	8.641210785	0.254683797	12.21606363	2.55E-34	7.14E-32	n/a	hypothetical protein	PROKKA_00876
PROKKA_00877_sense	18.48771309	2.799921768	6.964026863	0.549754708	5.093038269	3.52E-07	9.52E-06	n/a	hypothetical protein	PROKKA_00877
PROKKA_00878_sense	283.8343991	2.902168999	7.475494413	0.274620513	10.56792506	4.20E-26	6.39E-24	n/a	hypothetical protein	PROKKA_00878
PROKKA_00879_igtop	7.29397552	4.516145265	22.88206366	1.192308607	3.787731831	0.000152029	0.001870493	n/a	hypothetical protein	PROKKA_00879
PROKKA_00879_sense	62.76915391	2.713376316	6.558547385	0.329035081	8.246465118	1.63E-16	1.47E-14	n/a	hypothetical protein	PROKKA_00879
PROKKA_00880_sense	7.922820322	2.022820082	4.063773749	0.761993497	2.654642183	0.007939257	0.047135604	n/a	hypothetical protein	PROKKA_00880
PROKKA_00881_sense	240.5432062	1.740029505	3.340419993	0.241227102	7.213242157	5.46E-13	3.98E-11	n/a	tail fiber protein	PROKKA_00881
PROKKA_00882_sense	51.50201435	2.216162943	4.646559696	0.345784449	6.409087936	1.46E-10	7.74E-09	n/a	hypothetical protein	PROKKA_00882
PROKKA_00883_sense	22.34028592	2.344109643	5.07746941	0.491523749	4.769066904	1.85E-06	4.05E-05	n/a	hypothetical protein	PROKKA_00883
PROKKA_00884_igtop	54.89935252	0.798611106	1.739425761	0.290904756	2.745266583	0.006046176	0.03828068	tyrS	tyrosyl-tRNA synthetase	PROKKA_00884
PROKKA_00884_sense	50.40299331	1.931113535	3.813494277	0.324985279	5.942156949	2.81E-09	1.23E-07	tyrS	tyrosyl-tRNA synthetase	PROKKA_00884
PROKKA_00885_antis	53.56718776	1.886880477	3.698346703	0.325797583	5.791572982	6.97E-09	2.83E-07	opdH_2	cis-aconitate porin OpdH	PROKKA_00885
PROKKA_00886_igtop	28.36116584	1.951544101	3.867882854	0.402034963	4.854165142	1.21E-06	2.80E-05	n/a	drug efflux transporter	PROKKA_00886
PROKKA_00905_sense	84.44555698	-1.258211858	-2.391990829	0.244267977	-5.15094886	2.59E-07	7.25E-06	bphP	bacterial phytochrome BphP	PROKKA_00905
PROKKA_00932_igbot	40.84908749	1.685489551	3.216495234	0.33703157	5.000984189	5.70E-07	1.44E-05	cupB1	putative fimbrial subunit CupB1	PROKKA_00932
PROKKA_00938_igbot	31.82261406	1.051464448	2.072632663	0.353704052	2.972723783	0.0029517	0.022052577	agtR_2	two-component response regulator AgtR	PROKKA_00938
PROKKA_00949_igtop	124.0543755	0.595822433	1.511333902	0.226596983	2.629436737	0.008552644	0.049855939	rmlD_1	dTDP-4-dehydrorhamnose reductase	PROKKA_00949
PROKKA_00963_igtop	112.8738781	1.359113422	2.565274875	0.238854019	5.690142566	1.27E-08	4.77E-07	n/a	FMN	PROKKA_00963
PROKKA_00983_igtop	50.96706819	0.942855427	1.92232921	0.317714694	2.967616683	0.003001183	0.022326128	kinB_1	KinB	PROKKA_00983
PROKKA_00990_sense	54.74968469	-1.004925072	-2.006839266	0.288753296	-3.480220263	0.000501002	0.00514892	n/a	membrane-like protein DedA	PROKKA_00990
PROKKA_01016_sense	311.7545277	0.606374597	1.52242863	0.166923987	3.632639076	0.000280537	0.003164344	pbpA	penicillin-binding protein 2	PROKKA_01016
PROKKA_01026_sense	52.86461098	-0.950594823	-1.932669334	0.302448893	-3.142993232	0.001672297	0.013880866	sltB1_2	soluble lytic transglycosylase B	PROKKA_01026
PROKKA_01029_sense	254.7072977	-0.553693164	-1.46783842	0.172416303	-3.2113736	0.001321021	0.011481497	n/a	Rare lipoprotein B	PROKKA_01029
PROKKA_01035_sense	528.7750172	0.588547492	1.503732024	0.153085578	3.844565237	0.000120766	0.001522569	n/a	putative metalloprotease	PROKKA_01035
PROKKA_01036_sense	1099.77535	0.541012091	1.454992877	0.175339542	3.085511025	0.002032027	0.016396094	n/a	PhoH family protein	PROKKA_01036
PROKKA_01060_sense	35.56461754	-0.985375743	-1.979828883	0.350118532	-2.814406132	0.004886745	0.032548408	n/a	Bacterial extracellular solute-binding proteins family 3	PROKKA_01060
PROKKA_01079_sense	696.5811675	-0.659177615	-1.57918218	0.158675385	-4.154252497	3.26E-05	0.000495759	hupB_1	DNA-binding protein HU	PROKKA_01079
PROKKA_01085_sense	59.59483658	-1.234647488	-2.353238407	0.27996161	-4.410059967	1.03E-05	0.000183686	n/a	OPT family oligopeptide transporter	PROKKA_01085
PROKKA_01089_igtop	65.94743092	-0.730268388	-1.658947681	0.274731163	-2.658119962	0.007857792	0.046861204	cioA	cyanide insensitive terminal oxidase	PROKKA_01089
PROKKA_01119_sense	25.92456873	2.808543071	7.005767307	0.917393838	3.061436599	0.002202776	0.017433287	fecA_1	Fe(III) dicitrate transport protein FecA	PROKKA_01119
PROKKA_01145_sense	30.67530066	1.519342247	2.866603258	0.407358907	3.729738622	0.000191679	0.002290109	narX	two-component sensor NarX	PROKKA_01145
PROKKA_01146_igbot	34.93129883	1.104210883	2.149812568	0.358874471	3.076872199	0.00209185	0.016769597	n/a	tRNA-Arg	PROKKA_01146
PROKKA_01154_sense	56.09385965	-1.539669737	-2.907279421	0.301767061	-5.102179588	3.36E-07	9.13E-06	aotJ_2	arginine/ornithine binding protein AotJ	PROKKA_01154
PROKKA_01155_antis	12.60022452	-1.583377139	-2.996705145	0.575177816	-2.752848066	0.005907931	0.037680435	dauR	transcriptional regulator	PROKKA_01155
PROKKA_01158_sense	857.1818322	-0.564996678	-1.479384103	0.139876017	-4.039267713	5.36E-05	0.000761187	rhl_3	ATP-dependent RNA helicase RhlB	PROKKA_01158
PROKKA_01162_sense	49.92932767	-0.903702395	-1.870861027	0.304167135	-2.971071797	0.002967624	0.022095425	pcs	phosphatidylcholine synthase	PROKKA_01162
PROKKA_01178_sense	35.7859008	1.046867092	2.066038433	0.341252623	3.067718815	0.002156995	0.017133491	exoS	exoenzyme S	PROKKA_01178
PROKKA_01184_antis	43.86962154	-0.869598144	-1.827153885	0.31659157	-2.746750785	0.006018885	0.038170232	n/a	hypothetical protein	PROKKA_01184
PROKKA_01198_sense	524.5321661	-0.518881116	-1.432843573	0.169566407	-3.060046651	0.002213025	0.017456562	yajC	preprotein translocase subunit YajC	PROKKA_01198
PROKKA_01199_igtop	23.28837237	-1.199480096	-2.296568947	0.427954953	-2.802818587	0.005065816	0.033440551	secD	secretion protein SecD	PROKKA_01199
PROKKA_01199_sense	1452.94555	-0.366613634	-1.289322913	0.139295481	-2.631913346	0.008490552	0.049627388	secD	secretion protein SecD	PROKKA_01199
PROKKA_01200_sense	194.9500508	-0.548914774	-1.462984794	0.182027443	-3.015560541	0.002565047	0.019777084	secF	secretion protein SecF	PROKKA_01200
PROKKA_01201_igtop	167.7564005	0.625793158	1.543058928	0.199928203	3.13008944	0.001747531	0.014408824	n/a	Surface antigen	PROKKA_01201
PROKKA_01211_sense	438.2186088	0.603977407	1.519901054	0.158076394	3.82079443	0.000133022	0.001664989	fdx2_1	ferredoxin [2Fe-2S]	PROKKA_01211
PROKKA_01220_sense	200.5813584	-0.5605404	-1.474821548	0.192909185	-2.905721679	0.003664072	0.026115169	n/a	outer membrane assembly lipoprotein YfgL	PROKKA_01220
PROKKA_01252_igtop	58.5540801	-0.896000709	-1.86090023	0.289866901	-3.091076302	0.001994324	0.016121868	guaA	GMP synthase	PROKKA_01252
PROKKA_01257_sense	517.7811145	0.521923839	1.435868708	0.18316279	2.84950802	0.00437869	0.029929676	n/a	putative transglycosylase	PROKKA_01257
PROKKA_01265_sense	363.5728948	0.745788245	1.676890221	0.178353745	4.181511545	2.90E-05	0.000450143	n/a	ErfK/YbiS/YcfS/YnhG	PROKKA_01265
PROKKA_01284_sense	433.3966118	-0.611370154	-1.527709414	0.161154365	-3.793692802	0.000148423	0.001833937	dsbC	thiol:disulfide interchange protein DsbC	PROKKA_01284
PROKKA_01285_sense	199.6338852	0.743620328	1.674372275	0.236509132	3.14415059	0.001665697	0.013863377	n/a	hypothetical protein	PROKKA_01285
PROKKA_01291_sense	966.3729716	0.750435103	1.682300119	0.18196942	4.123962706	3.72E-05	0.00055313	n/a	hypothetical protein	PROKKA_01291
PROKKA_01297_sense	58.1517288	-1.008266092	-2.011492128	0.287670477	-3.50493419	0.00045672	0.00478453	n/a	YaeQ family protein	PROKKA_01297
PROKKA_01301_igtop	104.0526739	-0.747859813	-1.679299801	0.224017655	-3.338396753	0.000842633	0.007912548	n/a	hypothetical protein	PROKKA_01301
PROKKA_01301_sense	342.206214	-0.625761782	-1.543025369	0.184861124	-3.385037204	0.000711686	0.006905106	n/a	hypothetical protein	PROKKA_01301
PROKKA_01306_sense	238.5317031	-0.994900422	-1.992942964	0.188379423	-5.281364646	1.28E-07	3.85E-06	n/a	KWG repeat-containing protein	PROKKA_01306
PROKKA_01322_igtop	530.605022	0.703773326	1.628759198	0.172217267	4.086543349	4.38E-05	0.000639376	lysS	lysyl-tRNA synthetase	PROKKA_01322
PROKKA_01322_sense	1789.445372	0.49164422	1.406046415	0.161416038	3.045820136	0.002320466	0.018165814	lysS	lysyl-tRNA synthetase	PROKKA_01322
PROKKA_01332_igbot	148.1278943	0.927230662	1.901622214	0.213767057	4.337575097	1.44E-05	0.000245502	kdpB_2	potassium-transporting ATPase B chain	PROKKA_01332
PROKKA_01336_igtop	228.622721	-0.518062319	-1.432030598	0.181541194	-2.853690166	0.004321466	0.029655373	adk	adenylate kinase	PROKKA_01336
PROKKA_01338_igtop	7.732632986	2.194611189	4.57766278	0.815367213	2.691561732	0.007111834	0.043320256	n/a	hypothetical protein	PROKKA_01338
PROKKA_01348_sense	23.44896262	-1.124050228	-2.179580106	0.407323732	-2.759599156	0.005787232	0.036976784	n/a	putative lipoprotein	PROKKA_01348
PROKKA_01366_igtop	143.0251599	-0.686803387	-1.609712886	0.22485179	-3.054471509	0.002254574	0.017712092	n/a	t44	PROKKA_01366
PROKKA_01367_sense	4771.149726	-0.428750294	-1.346067068	0.135492982	-3.164372706	0.001554176	0.01312651	rpsB	30S ribosomal protein S2	PROKKA_01367
